별점,리뷰,긍/부정
5,최근먹은 후라이드중에 최고였어요.바삭한데 느끼하지 않았어요^^,1
5,역시????????,1
5,언제나 맛있게 먹고있어요~ 빠른배송한결같은맛바삭바삭 넘 맛있어요^^,1
5,늘 맛있게 먹고 있습니다 많이 파세요,1
5,늘 맛있게 먹고 있습니다 많이 파세요,1
5,맛있게 잘 먹었습니다.,1
5,맛있습니다! 만족합니다!!,1
5,.,1
5,와우 후라이드 치킨 진짜 바삭하고 제가 구운치킨을 좋아하는데 촉촉하게 맛있게 구워져서 너무 잘 먹었습니다! 양도 진짜 푸짐해서 완전 배부르게 먹었어요!!! 배달도 30분도 안되서 온듯합니다! 자주 시켜먹을게요~~!,1
5,솔직히 치킨은 제 스타일입니다. 떡볶이는 더 제 스타일입니다. 그래서 낮에 여기 떡볶이 먹고싶어서 봤더니 낮엔 안 하시더라구요~^ 그래서 지금 또 시켰어요 간장치킨에 떡볶이 2개,1
5,빠른배송 감사하고요~ 오늘도 맛있게 잘 먹겠습니다^^,1
5,맛있게 잘 먹었습니다 많이 파세요,1
5,자주먹는데 강추입니다,1
5,친절하고 좋아요 생맥주 맛있네요,1
5,맛있게 잘먹었습니다 사정님,1
5,1.맛 치킨이 안짜고 너무 맛있고 살도 야들야들해서 남녀노소 누구나 호불호 안갈리고 맛있게 먹을 간장치킨!!떡볶이도 매콤달콤해서 딱 좋고 안에 쫄면배운 사장님 가방 끈 길어도 너무 길어 2.양 저는 전에도 시켜먹어서 이 집 너무 좋다고 생각이 들었는데 이렇게 서비스를 많이 주시면 어떡해요 사장님ㅠㅠ사장님 매출에 도움 드려야 하는데 받기만 해서 눈은 슬픈데 입은 웃고 있다구요 맛있어서치킨 자체도 양이 적은게 아닌데 떡볶이 너무 감사합니다장사에 진심이신 사장님 3.배달-20분만에 옴?? 칸이 부족하네요 쨌든 개강추??,1
5,진심을 담은! 깔끔하네요. 맛있게 잘 먹었습니다.,1
5,따뜻한 상태로 잘 받았어요 받고나서 아이랑 같이 먹는데 아이가 잘먹으니 기분이 좋네요 치킨도 색이 이쁜게 깨끗한 기름으로 해주신거 같아 마음 편히 먹이고 있습니다. 서비스도 주셔서 감사합니다 다음에 또 주문할게요,1
5,배달빠르고 맛있어요~^^,1
5,자주 즐겨 먹는 치즈찐과 치즈볼세트 맛있게 잘 먹었네요.~~~,1
5,진짜 맛있어요 얼마전에 시켜먹구 또주문하게 되네요,1
5,어린이날 온가족 선물세트 같은 호치킨! 순살이라 먹기도 편하고 맛도 좋고~ 감자와 치즈볼까지 정말 짱짱!!,1
5,넘 맛있었어요! 강추합니다!,1
5,예정 시간보다 일찍 왔어요 처음 시켜봤는데 양념치킨 양념이 되게 부드럽고 크리스피도 진짜 크리스피 하고 맛있어요 치즈볼 기대없이 먹었는데 담에 시킬때 치즈볼은 꼭 추가하게 될듯해요 많이 파세요~,1
5,믿고 먹는 호치킨?? 치킨 너무 맛나요 ㅠㅠㅠㅠ 항상 매장에 가서 먹고 주문은 첨인데 양념을 미처 주문을 못 했는데.. 양념 서비스 감사해요~ 덕분에 더 맛있게 잘 먹었어요! 치즈볼 ㅠㅠ 맛나요??,1
5,배달예정시간보다 훠월씬 빨리 도착했어요! 치즈볼은 달달한치즈볼이아닌 짭쪼름한 치즈볼인데 개인적으로 이게 더 제취향이예여ㅠㅠ넘 맛있어요. 간장치킨도 맛있네요!,1
5,야밤에 배가 너무 고파서 치킨을 먹을까 말까.. 수백번 고민하다가 시켰는데.. 배달 예상시간 40분이 떠서 좌절..ㅠㅠ 근데 20분 안걸려서 띵동띵동~ 치킨이 입 천장이 데일 정도로 뜨거워요 ㅋㅋㅋ 뜨거운 치킨 갓 튀긴 치킨 너무너무 좋아요...!!!! 맛있게 잘 먹었습니다!!,1
5,항상 집가는길에 포장해가서 먹다가 배달시켜먹으니 넘편하고 좋네요 먹을때마다 맛잇게 잘먹고있습니당 최고????,1
5,양이조금부족한듯요 맛은 맛있음 다음에 또시켜먹을의향있음,1
5,맛있게 잘 먹었어요 ^^,1
5,첨시켰는데 맛나요~ 치즈볼도 담백하니 맛있네요 배달도 엄청 빠르고요~ 배달비가 쫌 비싸긴하지만 잘먹었습니다,1
5,우와 넘넘 잘먹었습니다 서비스로 감튀까지주신거죠?? 갬동갬동^^ 번창하세요 ㅋㅋㅋ,1
5,배달이 엄창 빨리와서 놀랐구요~ 치즈볼이랑 소스도 맛있게 먹었어요~ 양념이 저한테 좀 짜긴했지만 맛있었어요~,1
5,보통맛인데도 살짝 매콤하고 맛있어요~,1
5,치즈칠리는 원래 너무 맛있어서 믿고 시킨 메뉴인데 역시는 역시네욤 ㅎㅎ 그리거 치즈볼은 기대 안했는데 생각보다 너무 맛있어서 두개 다 흡입했네요 ㅠㅁㅜ 소스 많이 뿌려달라고 요청드렸는데 아예 작은 소스통까지 담아 주시고 덕분에 듬뿍 찍어 먹었습니다ㅠㅁㅠ 돈쭐나세오ㅠㅠ,1
5,맛있어서 자주 포장이나 배달시켜먹는집입니다,1
5,요구사항도 친절하게 들어주시고 너무 맛있었어요! 치킨도 치킨이지만 치즈볼도 최고에요! 자주 시켜먹을 생각입니다~!,1
5,바삭바삭 넘 맛있어요 맛도 양도 최고에요!! ♡~~~,1
5,아이들이 먹기엔 좀 맵네요 ㅜㅜ,1
5,항상 치즈찐을 먹다가 오늘은 양념치킨을 시켰는데 따뜻하여 맛있게 먹었네요. 서비스로 주신 빠삭뱅어포와 찌즈볼까지 너무 맛있게 잘 먹었습니다. 감사합니다.~~~,1
5,배달 무슨일이죠? 엄청빠릅니다 맛있게 잘먹었어요^^,1
5,호치킨 다른점보다 더 맛있는듯~^^ 만족만족 대만족~~ 잘먹었습니다~~!!,1
5,지난 번에는 후르츠가 오더니 이젠 소스가 서비스로 오네요! 덕분에 더 맛있게 먹었어요~,1
5,배달도 엄청 빠르고 맛도 좋았어요! 최근 먹은 치킨 중에 개인적으로 제일 맛있었어요,1
5,와! 배달 빠른거 보고 진심 놀랬어요. 맥주한잔 땡겨서 신랑이랑 주문해놓고 잠시 대화하는데 기분에 10분만에 도착한 듯ㅋㅋㅋ 뜨끈하고 역시 맛있는데 서비스까지 주시니 정말 감사합니다^^ 네 살 딸이 젤 신나서 먹으며 사장님 최고래요ㅋㅋㅋ 자주 시킬게요♡,1
5,가격도 착하고 배달도 빨른데 맛도있오요!! 양념치킨은 양념이 생명인데 양념도 맛있고 닭에서 냄새도 안나요 앞으로 자주 시켜먹을것같은 느낌적인느낌 ??,1
5,모두 하자없고 좋아요,1
5,맛있게 잘 먹었어요 ^^,1
5,자주 시켜먹는 치즈찐치킨과 치즈볼 서비스로 주신 것까지 맛있게 먹있네요.,1
5,순삭이네요 너무 맛있게 먹었어요 크리스피 넘나 맛있네요 담에 또 주문할께요,1
5,최고 감사합니다 맛최고,1
5,저번에맛있어서 또먹었는데 역시 넘나맛있어용 전갠적으로 bhc치즈볼보다여기꺼가더맛있어용,1
5,자주 이용하는데 정말 맛있는데 쌉니다 로스트치킨도 맛있어요 후라이드 양념 다맛있있고 치즈볼 대박이에여,1
5,간장치킨은 첨으로 시캬봤는데 제 입맛엔 좀 덜 바삭한것 같아서 크리스피가 맞는것 같아요. 배달 빨라서 좋아요. 즐주말 되세요,1
3,그냥 쏘쏘한 맛 이었습니다,1
5,가까워서그런지 엄청 빨리오더라구요 ㅎㅎㅎ 맛은 당연 기본이죠 ㅎㅎㅎㄹ 맨날 빠다갈릭만 먹었는데 다음엔 다른것두 먹어보려규요 ㅎㅎㅎ진짜 굳이에요 ㅎㅎㅎ??,1
5,치즈볼도 넘 맛있고 최고네요,1
5,따뜻하게 맛있게잘먹었습니다 고추마요소스도 서비스로주셔서 좋았어요 그리고 치즈볼진짜 쫀득하고 맛나네요!,1
5,저는 양념보다 후라이드가 더 입맛에 맞는것같아요~~~,1
5,가까운곳에호치킨 너무좋아요,1
5,배달이 엄청 빨라요,1
5,너무 맛있었습니다. 소스 서비스도 감사합니다. 또 시켜먹을 것 같아오,1
5,호치킨이 힐테에 있었다니... 앞으로 자주시켜먹을께요~ 믿고먹는 호치킨 앞으로도 정직한맛 부탁드립니다^^,1
5,호치킨 처음 시켜봤는데 너무 맛있어요~ 따뜻하게 배달 와서 아주 맛있게 먹었어요. 다음에 또 시킬게요!,1
5,치즈찐과 치즈볼서비스로 주신 것까지 따뜻한 상태로 금방 배달이 와서 맛있게 먹었네요. 가성비와 맛도 있어 호치킨을 자주 찾게 되네요. ~~~,1
5,넘나 배고팠을때 시켜서 사진찍는걸 먹다가 생각났어요!! 맛있었어요 아이 먹이기 좋았습니다^^,1
5,배고픈 시간에 너무 맛있게 먹었습니다. 배달 받자마자 순식간에 먹어버려 사진 찍을시간이 없었네요.. 무조건 양념 강추입니다~,1
5,빨른배달 잘 먹었어요~,1
5,치킨 튀김이 바삭바삭하고 좋아요 글고 치즈볼도 비에이치어디랑 비비어디보다 크기는 작지만 훨씬 안 느끼하고 맛있어요 엄마도 여기가 이 근방에서 크리스피는 가장 나은 것 같다고 하시네요 :) 잘 먹었습니당,1
5,너무 맛있어요! 치즈볼도 진짜 최고에요!,1
5,닭 기본간이 잘되있어서 먹었을 때 간이 딱 맞아서 좋았어요. 양념소스가 따로 오지 않았지만 닭이 맛있어서 다 먹었어요 ㅎㅎ 다음에는 양념을 먹어보려구요,1
5,맛있어요~~ 자주 시켜먹을게요,1
5,양념 맛나네요~~ 후라이드는 식어서 와서 미지근 ㅠㅠ 코앞인데 식은거 보니 기사님이 새군데 정도 돈 것 같아요. 담엔 직접 가서 테이크아웃해서 뜨겁게 먹어보려구요~ 치즈볼 다른 곳보다 맛있었어요,1
5,오늘 처음 먹어봤는데 넘 맛있어요ㅎㅎ,1
5,자주 시켜먹는 메뉴네요. 일찍 배달이 되어 따뜻하게 잘 먹었네요. 감사합니다.~~,1
5,맛있어요. 치즈볼도 맛있어요,1
5,호치킨 처음시켜봤는데 맛있고 배달기사님도 너무 친절하셨어요 한국분 아니신것 같았는데 문앞에 둔거 제가 바로 확인못할까봐 바쁘신와중에 따로 전화까지주셨어요.기사님께 너무 감사하다고 전해주세요. 호치킨 크리스피 양념 간장 치즈 네가지 맛 시켰는데 어쩜 모두 다 맛있나요. 집이랑도 가까운데 날씨 좀더 따뜻해지면 매장가서도 먹고싶습니다,1
5,치킨이랑 떡볶이도 맛나네요,1
5,호치킨 단골 예약입니다. 적극 추천 ~!!!,1
5,너무 맛있었어요! 처음 먹어봤는데 앞으로 자주 먹으려구요!,1
5,양이 어마어마하고 같이 보내준 치즈볼 너무 고소해요~~,1
5,전에 세트로 시켰는데 특히 간장치킨이 넘 맛있어서 이번에는 간장치킨으로만 시켰어요. 입맛 까다로운 꼬맹이도 넘넘 맛있게 잘먹었습니다^^,1
5,작먹었어용 ㄱㅅㄱㅅ,1
5,맛있는데튀김옷이살짝두꺼워서먹다보니좀느끼하더라구요~그래도맛있어요~아쉬운건양념이다새서와서박스가다젖어있고봉지에도새있더라구요~,1
5,배달도 빠르고 치킨도 맛나요 ㅎ 앞으로 계속 시켜먹을께욤,1
2,배달은 온다는 시간에 왔습니다 그런데 소스가 흘러 비닐로 흥건하게 다 샜어요 처음에는 어떻게 들고오셨길 이렇게된건가 했는데 박스 열어보니 세가지 박스중 가운데가 접혀서 들어가서 넣을때부터 새도록 되어있더라구요 그렇타보니 그냥 조금 샌 수준이 아니고 아래로 흥건하게 흐른거였어요 박스 넣으실때 주의가 필요해보입니다 날씨가 춥지 않은데도 왜 인지 치킨이 많이 식은 상태였구요 가운데 간장치킨은 간장은 없었고 그나마 치즈볼은 아직 따뜻해서 그런지 맛있었네요 만족한다는 후기 못써서 마음이 좋치않습니다만 만족하게 먹지는 못했습니다,-1
5,순살 양념치킨과 치즈볼을 따듯하게 잘 먹었네요.,1
5,치즈찐과 치즈볼새우튀김까지 따듯하게 잘 먹었네요.~~~,1
5,어포튀김 중독되겠어요 ㅠㅠㅠ 치킨보다 더 빨리 사라지는 마법 ㅠㅠㅠ,1
5,간장치킨과 치즈볼 서비스로 떡볶이까지 주셔서 따듯하게 잘 먹었네요.,1
5,자주 먹는 치킨과 치즈볼를 맛있게 먹었네요,1
5,단골도 잘챙겨주시고 맛 가격도 좋고 최고에요~,1
5,맛있게 잘 먹었습니다^^,1
5,호치킨처음먹어보는데 맛있고 좋네요ㅎㅎ 그리고 오늘주문한 3종세트는 닭도 실한것들만 구성되어있네요 채고??,1
5,치즈찐과 치즈볼 세트 맛있네요. 호치킨 앞으로 자주 애용할게요,1
5,배달도 빠르고 치킨 맛나용 !!!!,1
5,추천합니다 시켜드세요,1
5,이치킨 맛나네요 또 시켜먹을려구요 서비스 치즈볼도 감사합니다 많이 파세요,1
5,잘먹었습니다! 배달도 빠르고 맛있었어요!,1
5,치츠찐과 치즈볼 서비스로 떡볶이까지 주셔서 맛있게 먹었네요. 앞으로 당분간 호치킨을 자주 먹을 것 같네요.,1
5,순살 양념치킨과 치즈볼 세트를 따뜻하게 먹을 수 있어 좋았네요. 가격양 배달 모두 만족해서 다음에 또 시킬게요.~~,1
5,양도 많고 맛있네요 ㅎ,1
5,못참고 또 시켜버렸습니다. 이번에도 맛있게 잘 먹었습니다. 서비스로 주신 떡볶이!! 그냥 먹기 죄송할정도로 맛있더라구요 담에 사이드로 꼭 시켜야겠습니다. 맛있게 잘 먹었어요,1
5,바삭하고 고소한게 참 좋더군요 잡내 없이 맛있습니다,1
5,적당히 매콤하고 맛있습니다.,1
5,이번엔 치즈찐 순살로 먹어봤어요 맛있네요,1
5,최고에여... 강추요!,1
5,맛있게 잘 먹었어요~~,1
5,큼지막하고 맛도 좋고 배달고 빠릅니다. 깔끔한 맛입니다!,1
5,넘맛있어요^^ 먹다가찍었네요 소스누락된거 있었지만 빨리다시주시고 서비스로하나더주셨네요~~^^감사합니다. 다른데호치킨보다 더맛있는거같네요 번창하세요 단골할께요 ㅋㅋㅋ,1
5,생소한 브랜드인데 호기심에 먹다가 단골 되겠음 기름도 좋구요 배송도 착착 부자되세요,1
5,순살맛있어용 치즈볼도 최고예여!,1
5,맛있게 잘먹었어용!,1
5,개인적으로 딱 제스타일이였어요ㅎㅎ 예상시간보다 훨씬 배달도 빨라서 좋았어요 ㅎㅎ,1
5,맛있게 잘먹었어요~ 특히 간장이 맛나내요 ㅎㅎ ?? 담엔 간장 소스를 좀만더 ㅎㅎ부탁드려요,1
5,맛있게 잘 먹었어요. 가깝기도 하지만 그래도 배달 무지 빠르네요.,1
5,호치킨은 첨 시켜봤는데 일단 가성비가 대박이네요~~ 서비스까지 맛있게 잘 먹었습니다^^,1
5,배달도 빠르고 넘 맛있어요 ㅎㅎ,1
5,넘넘 맛있게 잘 먹었습니다~~~ 다음에 또 시킬게요!!,1
5,가성비좋아서 10년째 애용해요 잘먹었어요,1
5,정말 맛있에 잘 먹었어요~^^ 8공구에 호치킨 생겨서 너무 좋았는데 직원분들도 너무 친절하시고 치킨도 너무 맛있어서 자주 이용할려구요~ 그리고 서비스로 주신 치즈볼도 갓 튀겨서 너무 맛있더라구요!! (서비스로 주는건 다 맛도 없고 만든지 오래된거 티나서 다 버렸거든요 ㅠㅠ) 쥐포튀김도 너무 맛있어요!^^,1
5,매운맛 먹고 싶어 시켰는데 맵고 맛있게 먹었네요^^,1
5,맛있게 먹었어요^^~~,1
4,요청사항을 안보시나봅니다. ㅜ 무도 필요없다 했고 리뷰이벤트도 신청한다 했는데 둘다 미적용됐네요. 암튼 맛은 있었어요. 떡튀김이 양이 좀 적은듯합니다.,1
5,맛있게 잘먹었어요.,1
5,제일 매운거 먹을까 하다가 양념치킨과 새로나온 갈릭치킨 시켰어요. 갈릭은 안에 아주 작은 갈릭러스트가 조금 들어있었어요. 바삭바삭 맛있었어요. 다만.. 소스가 너무 적게 묻어있어서 아쉬운... 양념치킨 그냥 달기만 하지않고 적당히 매콤달콤해서 너무 맛있게 먹었어요. 그리고 정말 좋은 이유는!!! 기름이 묻어나지 않는다는거!!!! 어떻게 하는지 모르겠지만 이렇게 담백하고 바삭하게 먹은 적이 없었던것 같은데 심지어 감튀랑 어묵튀김도 기름이 안묻어난... 가성비를 떠나서 이가격에 이런품질 못먹을듯 하네요.,1
5,치킨 무척 맛있었어요,1
5,순살 치즈칠리로스트 주문했는데 사장님께서 직접전화하셔서 순살이 벌써 다 팔렸다고 계속 죄송하다고 하셔서 그냥 뼈 로스트 시켰는데 오히려 굿 초이스였음. 받으혀 가는데 사장님께서 조리하시다가 나오셔서 정말 죄송하다고 계속 말씀하셔서 오히려 순살시킨 내가 죄송한 느낌? 치킨또한 좋았음. 열자마자 냄새부터가 와~~~ 말로 설명안되고 굽기 또한 너무 적당함. 가슴살 퍽퍽함은 잘 느끼지못했음. 굉장히 만족함,1
5,양도많고 맛있네요 또 시켜먹을께요,1
4,배달로 인해 트러블이 생겨서 짜증이나고 그랬지만 생각지도 못하게 사장님 내외가 대신 배달오셔서 감사했어요 서비스도 주셔서 잘먹었습니다 치킨도 맛있고 양도 괜찮고 가격도 다른치킨에 비해 괜찮은거 같아요,1
1,30분 늦게 배달이 왔는데 미안하단 얘기도 없어서 섭섭했네요 맛은 좋았어요,-1
3,솔직히 기대한만큼보다 아니어서....아쉬웠어요,1
1,감자튀김이 금방 튀기지 않은 것 같고 뿔어서 왔네요 기름이 깨끗하지 않은 느낌이 드는데 .. 닭도 바삭 거리지 않는 것 같아요 다음엔 신경써서 보내주시면 좋겠습니다,-1
5,맛있어요~ 간장치킨 짜지도 않고 소스 good~^^ 후르츠칵테일은 안주셔도 될것 같아요~ 치킨 맛있게 먹어서 안들어가요 ㅋ 차라리 머스터드나 양념소스 주시면 더 좋을것 같다는 개인적인 생각입니다~^^,1
5,순살 생각보다 부드럽고 갠찮아요 어니언치킨은 어니언이 빠졌지만 친절하게 다음주문때 서비스 주신다고 하셨어요~~! 그리고 조금 부족한건 파닭이랑 어니언치킨 소스가 너무 적은듯해요 양념은 맛있어요~~,1
5,순살이 거의 가슴살이라서 아이들이 먹기에는 조금 퍽퍽해요~ 그래도 소스들은 역시 다 맛있습니다~~ 파닭도 간장도 맛있어요~ 잘먹었습니다~,1
5,빨리 도착했어요! 기사님도 친절하셨구 양도 괜찮아서 좋았어요! 하나는 간장으로 시켰는데 조금 짜더라구요..! 그래두 맛있었습니다!!??,1
5,신랑이랑 맛나게 먹었네요 많이 파세요,1
5,깔끔하고 맛있어요???? 뼈도 없고 먹기 편해유,1
3,그냥 피자맛인것같아요,1
5,맛있게 잘 먹었습니다.,1
5,맛있게 잘먹었습니당,1
5,피자 정말 맛있어요! 근래 먹은 피자들중에는 최고에요! 사이드 메뉴도 정말 맛있었어요! 음식 따듯하게 빠르게 배달 왔습니다!,1
5,토핑양도 많아서 풍미를 더 느낄수있었습니다 피클 추가 부탁드렸는데 더넣어주셔서 감사합니다,1
5,배달빠르고 맛있게 먹겠습니다,1
5,기대 이상으로 맛있었습니다. ㅎㅎ 너무 맛있는 피자인데 배달을 너무 열정적으로 해 주셨는지 한쪽으로 쏠려 도착해 아쉬웠어요. 추천합니다.,1
5,아주맛있게 잘먹었습니다.,1
4,앗있습니다 마야스파게티는 제입맛은 아닌듯,1
4,피자가 잘안잘렸어요. .. 다른지점 강정구피자랑맛이 틀린거 같아요...,1
5,치즈도 푸짐하고 피자와 스파게티 모두 맛있어서 가족들과 함께 잘 먹었습니다~ 시카고 피자는 컷팅이 안되어 있었는데 컷팅만 조금 더 신경써주시면 더욱 좋을 것 같아요~^^,1
5,후딱 먹어서 사진이 읎네요. 강정구피자는 처음 먹어봤는데 새우도크고 내용이 알차네요. 간도 적당하고요.담에 또 주문할께요,1
5,수고하셨습니다 잘먹겠습니다,1
5,할인 이벤트하길래 간만에 주문했는데 맛있게 잘 먹었습니다,1
5,먹느라.사진찍는걸깜박.맛나게묵어어요.,1
5,맛있게 잘먹었습니다,1
5,얇은 도우가 토핑과 어우러져 맛있었어요. 속이 편하고 건강함이 느껴집니다^^,1
5,콜라를 잊어버렸지만 그래도 맛있게 먹을게요~,1
1,피자가 맛이업다고느낀건 처음이예요ㅠ 도우도 피자전체맛도 싱겁고.. 치즈는 많이잇으나토핑이너무적어요~,-1
5,순식간에 다 먹었어요 맛있어요,1
4,괜찮아요....... ..,1
3,항상 맛있게 먹고 있는 고객인데 이번에 배달은 좀 실망스러윘 답니다 집에서 기다리는데 노크도 하시지 않은것인지 아무런 기척도 없고 배달 시간이 지나도 오지않아 나가보니 바닥에 툭 던져놓구 가시고 전화를 주시던지 하시지 그리 가셔서 음식이 눅녹해지고 기분이 좀 별로 였네여,1
5,프리미엄 피자가 진짜 맛있습니다 꼬다리도 없고 도우는 얇고 쫄깃하고 치즈는 두껍고 토핑은 넉넉하고 가격 이상의 맛,1
5,맛있었어요 잘먹었어요,1
3,따뜻하게 왔으면 더 맛있을 듯해요. 모든 피자집의 숙제지요. 보내주신 서비스 치즈스틱 아이가 잘 먹었네요 감사합니다,1
5,피자 맛있어요.. 서비스로 주신 치즈스틱도 잘 먹었습니다..,1
5,기본으로 콤비네이션 피자 시켰는데 깔끔하고 맛있습니다 포장도 겨울임에도 보온팩으로 따뜻하게 왔어요,1
5,맛있게 잘 먹었습니다 고생하세요,1
5,치즈크러스터 단백하고 맛있어요 !!!!!,1
5,따뜻하게 배송해 주셨네요. 요기요 결제했는데 기사님이 카드결제로 표시되어 있다고 해서 당황했지만 피자가 맛있어서 넘어가요 ㅋㅋ,1
5,맛도 좋고 재료도 좋은걸로 많이 넣어서 참 맛있네요,1
5,개인적으로 기름진 페퍼로니를 기대했는데 깔끔하고 고소한 맛이 나네요 맛 없다는건 아닙니다 맛있었고 배달 빠르고 포장이 맘에 들었습니다,1
3,소세지피자 생각보다 보통이예요 소세지맛 맛있어요,1
5,잘먹었습니당~ 도우가 맘에드네오!,1
5,맛있어요!!!감사해요!!!,1
5,오랜만에 먹었는데 너무 맛있었어요,1
3,다대기 새우젓 원래없나요?,1
5,김치가 너무 아쉬운데 국밥은 맛있어요,1
5,맛잇게 잘 먹엇습니다 배달 빨리해주셔서 감사요,1
5,그냥 순대국밥 먹을때 시키는곳,1
5,사진 남긴다는걸 깜빡했네요 아주 맛나게 잘먹었습니다,1
4,배달빠르고 요청사항도 꼼꼼 포장도 깔끔하게 그런데 김치랑 깍두기가 아삭하지않고 무르네요.그것외엔 고기 냄새도 안나고 맛나게 잘 먹었습니다.,1
5,잘먹었습니다~~~~~,1
5,냄새없이 맛있었어요.,1
5,국밥 정말 맛있었어요~,1
5,순대국밥이랑 수육이 ㄱㅊ하네요,1
5,수육국밥 국물 좋아요 고기양이 조금 아쉽습니다,1
5,든든하게 잘 먹었어요 ㅎㅎ,1
5,너무 너무 너무 너무 좋습니다!,1
5,늘 믿고 먹는 순대국 입니다,1
5,맛있어요 잘 먹었습니다,1
5,맛있어요~~~~~~,1
5,배달도빠르고 진짜깔끔하게와서 좋아요 맛도 엄청좋아요,1
5,나아아아아아아아아아이스,1
5,맛있어요~ 국물 취향임,1
5,맛있게 잘 먹었습니다~,1
5,맛있어요,1
5,가성비면 최고 순대국,1
5,오늘도 역시 맛있습니다? 덕분에 맛있는 점심이에용 국밥 짱짱,1
5,소내장탕은 밍밍하니 별루임,1
4,맛있게 먹었습니다.,1
5,굿굿,1
5,배달 빠르고 맛있어요~,1
5,맛있어용♡♡♡♡ 순대국밥 큰맘이 처ㅣ고ㅠ,1
5,맛있게 잘먹었습니다,1
5,보쌈이 너무 맛있었습니다,1
5,다 맛있어요~ 양도 푸짐하네요^^,1
5,잘먹었어요 잘먹었어요,1
5,든든하게 잘 먹었습니다,1
5,처음시켜 먹는데 맛있게 먹었습니다,1
5,얼큰하게 맛있어요ㅎㅎ,1
5,맛있어요ㅎㅎ 한그릇 뚝딱,1
5,국밥은 역시 큰맘할매순대국!,1
5,굿! 맛있게 먹었습니다.,1
5,맛있어요오ㅓㅓㅓㅓㅓ,1
5,가격대비 괜찮긴 한데 소국밥보단 돼지국밥에더 한표,1
5,맛있게 먹을께요..,1
5,수육이 정말맛있네요,1
5,배달도 빠르게 오고 국밥도 여전히 맛있고 진하고 담백해요? 맛있게 잘 먹었습니당.,1
5,맛있다________,1
5,수육이 식어 왔지만 그래도 수육이 제일 맛있다. 그리고 순대를 싫어해 언제나 순대 없는 순댓국을 꿈꾸던 나에게 따로 요청사항에 기재하지 않고도 고기만 선택 할 수 있는 이 메뉴는 시간이 생명인 이 현대사회에 나에게 십 몇초를 아끼게함과 동시에 귀찮아서 소심해서 적지 못하는 이들에게 기쁨을 주었다. 그리고 다시 한번 수육 맛있다. 먹어봐요.,1
5,간이 순해서 저에겐 딱 좋았습니다 국물도 진하고 재료도 충분히 들어가 있어서 맛있게 먹었어요,1
5,맛있게먹었어요ㅎㅎㅎ,1
5,맛있게 먹어요~ 많이파세요,1
5,굿잡 너무 맛있어요~~~,1
5,너무 맛있어요 다음에 또 먹고 싶어요ㅎㅎ,1
5,너무 너무 너무 너무 좋습니다!,1
5,처음먹어봤는대 맛있내요 고기도 야들야들거리고 국물도시원하구요 리뷰보다 찬밥이오신분들도있던대 뜨끈한밥이오던대요?ㅎㅎ 자알먹었습니다,1
5,진짜 맛있어요!! 푸짐하고 담백하고 배불러요? 잘 먹었어요 감사해요,1
5,깔끔하고 너무 맛있어요 진짜로ㅠㅠ 수육 미쳤돠,1
5,.,1
5,너무 너무 너무 너무 좋습니다!,1
3,볶음밥이 되서 왔네요 .. 소머리국밥은 비닐과 한몸이 되서 버렸어요 ㅠㅠ 배달을 조금더 잘하면 좋을텐데,1
5,반찬이 진짜좋아요 ㅋㅋ,1
5,넘넘 맛있어요!! 감사합니다~!!,1
5,맛있고 양도많고 국물도 진하고 순대도 쫄깃하고잡내안나요ㅎ 배달도 빠르고 순대국 오자마자 막 먹어서 사진찍는걸 깜빡했네요 엄마랑 둘이서 아~주 맛있고 배부르게 먹었어요 잘먹었습니다ㅎ,1
4,맛있어요 맛있어요,1
5,저녁에 진짜 너무 배고팟는데 제 허기를 너무 달달하게 채워주엇어요ㅠㅠ,1
5,너무 너무 너무 너무 좋습니다!,1
5,국밥 한끼하실래예 존맛탱,1
5,너무 너무 너무 너무 좋습니다!,1
5,1 인분 주문이 되어서 제일 좋아요 순대국 넘넘 맛있어요 자주 주문합니다 반찬도 맛있구요,1
5,국밥은 너무 맛나요~~,1
5,너무 너무 너무 너무 좋습니다,1
5,맛있어요!!!!!!,1
5,보쌈이 진짜 맛있어요! 다음에도 또 시켜먹을게요!,1
5,배달이 아주 빠릅니다,1
4,공기밥 추가를 했는데 전이랑 밥 양이 같네요? 추가된게 맞는건지..,1
5,정말 맛있었어요!!,1
5,배송도 빠르고 순대국이 고소하고 너무 맛있었어요,1
5,중간에 먹다가 찍었어요. 깔끔하게 배달되고 맛있네요. 잘먹었습니다.,1
5,처음그대로네요 맛있어요,1
5,또 한 번 할매의 큰 맘씨에 감동한다! 깍뚜기는 오백원이라는 가격이 믿기지 않을 정도... 뜨끈한 국밥 든든하게 한그릇 완료!,1
5,순대국 먹고싶어서 시켰는데 맛있어요,1
5,맛있게 잘먹었습니다,1
5,배달이 진짜 빨랐고 딱 1인분만 배달 가능해서 좋았어요 그리고 양은 거의 1.3인분정도같아서 너무 좋았습니당,1
5,맛있다.,1
4,맛잇게 잘먹엇어요.,1
5,국밥 엄청맛잇어요 !! 김치도 맛잇네,1
5,보쌈 전문점이라고 해도 믿을 수육의 맛! 순댓국 속 큰맘 할매의 정성이 느껴진다!!!,1
5,양도 적당하고 맛있어요 ㅎㅎ,1
5,배달 빠르고 맛있어요~!,1
5,다른곳은 16000원 시켜먹어야 배달이 와서 여기서 시켜먹었네요... 김치빼곤 먹을만 합니다.,1
5,맛있다.,1
